"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.0479996689361769,0.0479996689361769,0.781746664557509,0.115272171495736,0.641
"Residuals",6,0.368403252196895,0.0614005420328158,NA,0.884727828504264,NA
"Total",7,0.416402921133072,NA,NA,1,NA
