"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,75.0706846859353,75.0706846859353,0.712514348641646,0.0152531791229167,0.839
"Residuals",46,4846.57116328448,105.360242680097,NA,0.984746820877083,NA
"Total",47,4921.64184797041,NA,NA,1,NA
