"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,1.99224165621084,1.99224165621084,0.89163852978111,0.0190148725388392,0.42
"Residuals",46,102.780569843921,2.23436021399829,NA,0.980985127461161,NA
"Total",47,104.772811500132,NA,NA,1,NA
