,sum_sq,df,F,PR(>F)
CASE_CONTROL,0.5667630542209042,1.0,0.33976171878342,0.5623067670234578
A_SMK_CIG_CUR_FREQ,1.018444519503528,1.0,0.6105346102839007,0.4378775764317818
F1_SDC_AGE_CALC,0.20193080296462043,1.0,0.12105298004099335,0.7291997042419092
SDC_GENDER,12.435777832362307,1.0,7.454969443165814,0.008441849269535097
PM_BIOIMPED_WEIGHT,0.13544233329364122,1.0,0.08119463612380798,0.7767361344049027
PM_WAIST_AVG,0.5197557670179551,1.0,0.31158190611483555,0.5789360731457833
PM_WAIST_HIP_RATIO,0.8177295716254743,1.0,0.4902105080533555,0.4867320748140662
PM_STANDING_HEIGHT_AVG,0.2390962072890925,1.0,0.14333280501991952,0.7064215202995752
A_SLE_LIGHT_EXP,0.22368710521368526,1.0,0.1340953944882003,0.7156028633458555
NUT_VEG_DAY_QTY,1.3661348559903386,1.0,0.8189671562118163,0.3693593563872264
REFINED_GRAIN_SERVINGS_DAY_QTY,3.049886413933735,1.0,1.8283383900469266,0.18175961564039098
PM_BIOIMPED_FFM,0.008592136538319977,1.0,0.00515079283404311,0.9430414336070673
Residual,93.41467646801725,56.0,,
