"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,0.134797827017476,0.134797827017476,2.84407907542021,0.030632853529732,0.022
"Residuals",90,4.26563541654704,0.0473959490727449,NA,0.969367146470268,NA
"Total",91,4.40043324356452,NA,NA,1,NA
