"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,43.3136971522824,43.3136971522824,1.10639965892316,0.155690604529103,0.394
"Residuals",6,234.889970199949,39.1483283666582,NA,0.844309395470897,NA
"Total",7,278.203667352231,NA,NA,1,NA
