"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.110964091786158,0.110964091786158,0.628892247020191,0.0192740912642422,0.866
"Residuals",32,5.64619925588469,0.176443726746397,NA,0.980725908735758,NA
"Total",33,5.75716334767085,NA,NA,1,NA
