"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,98.0616201866923,98.0616201866923,0.845567431476837,0.0658256193031111,0.853
"Residuals",12,1391.6565355232,115.971377960267,NA,0.934174380696889,NA
"Total",13,1489.7181557099,NA,NA,1,NA
