"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.015887003423343,0.015887003423343,1.68238590863745,0.218992631800222,0.278
"Residuals",6,0.0566588319901337,0.00944313866502228,NA,0.781007368199778,NA
"Total",7,0.0725458354134766,NA,NA,1,NA
