,sum_sq,df,F,PR(>F)
CASE_CONTROL,7.026861187958912,1.0,4.457945763489662,0.03586781760325684
A_SMK_CIG_CUR_FREQ,2.562354526642446,1.0,1.625596009521036,0.20365811305039394
F1_SDC_AGE_CALC,0.7677162101020116,1.0,0.4870506382353506,0.48598284869494157
SDC_GENDER,0.013799389237398395,1.0,0.008754538782553325,0.9255393183035
A_HS_DENTAL_VISIT_LAST,0.06417548213343599,1.0,0.040713885053955096,0.8402776543554029
PM_BIOIMPED_BMI,5.926111882183415,1.0,3.759613951733549,0.053783687284344926
PM_BIOIMPED_WEIGHT,7.431513315790026,1.0,4.714663121453549,0.03097614814218776
PM_WAIST_AVG,0.6481478906288474,1.0,0.4111947092529539,0.5220312008464363
PM_WAIST_HIP_RATIO,1.1992537096815266,1.0,0.7608244778743,0.38402157940832404
PM_STANDING_HEIGHT_AVG,8.400281599222325,1.0,5.329264200002053,0.021898770184063863
A_SLE_LIGHT_EXP,1.153105358073965,1.0,0.7315472738655614,0.3933126243508569
NUT_VEG_DAY_QTY,0.3104432270936275,1.0,0.19694982325787025,0.6576303738639352
NUT_JUICE_DAY_QTY,0.06837386101624972,1.0,0.043377399367605624,0.8352089562925036
REFINED_GRAIN_SERVINGS_DAY_QTY,2.5037726446894983,1.0,1.5884307880254263,0.20888561504420408
PM_BIOIMPED_FFM,0.47467859455793304,1.0,0.30114319509468274,0.5837231139629488
SALT_SEASONING,3.603139798970612,1.0,2.2858857422153984,0.13199068882816847
NUTS_SEEDS_SERVINGS_PER_DAY,0.08703134876482742,1.0,0.055213988456437726,0.8144454804853463
Residual,346.77619319909104,220.0,,
