"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.0467909000757555,0.0467909000757555,1.20670762268601,0.0145025281874872,0.308
"Residuals",82,3.17960517865254,0.0387756729103969,NA,0.985497471812513,NA
"Total",83,3.2263960787283,NA,NA,1,NA
