"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.00899333479087821,0.00899333479087821,0.927519651697394,0.0093757495888201,0.386
"Residuals",98,0.950219014651784,0.00969611239440596,NA,0.99062425041118,NA
"Total",99,0.959212349442662,NA,NA,1,NA
