,sum_sq,df,F,PR(>F)
UC_case_control,0.02025888294638121,1.0,0.025674511235120673,0.8744822555382086
A_SMK_CIG_CUR_FREQ,0.3802950126603539,1.0,0.48195592032643214,0.49640091866133196
F1_SDC_AGE_CALC,0.08145842286747555,1.0,0.10323398376117249,0.7516835275492089
SDC_GENDER,0.3809672616291954,1.0,0.48280787567604344,0.4960255214398942
A_HS_DENTAL_VISIT_LAST,1.2682773137430645,1.0,1.6073146889257048,0.22102474627364468
PM_BIOIMPED_BMI,0.2324047921568899,1.0,0.29453151307109965,0.5939879620251103
PM_BIOIMPED_WEIGHT,0.0955823623493966,1.0,0.12113355126805328,0.7318454257838152
PM_WAIST_AVG,0.0009662390761106475,1.0,0.0012245352362750476,0.9724701795208115
PM_WAIST_HIP_RATIO,0.04965644628443715,1.0,0.06293066559494984,0.8047637158232729
PM_STANDING_HEIGHT_AVG,0.23366302145932152,1.0,0.2961260937025757,0.5929988805241568
A_SLE_LIGHT_EXP,1.6511253017836807,1.0,2.092506048997606,0.16521293991708202
NUT_VEG_DAY_QTY,0.22346081548963234,1.0,0.2831966220981904,0.6011212949547158
NUT_JUICE_DAY_QTY,1.5718888547371623e-05,1.0,1.99208802223319e-05,0.9964879230303997
REFINED_GRAIN_SERVINGS_DAY_QTY,2.4291893472793133,1.0,3.078563085340244,0.09633789163413789
PM_BIOIMPED_FFM,0.09043637792334241,1.0,0.11461193626528313,0.7388704094153612
SALT_SEASONING,0.3580404509489265,1.0,0.45375224314418194,0.5091164309319709
NUTS_SEEDS_SERVINGS_PER_DAY,3.663302700700682,1.0,4.642581064104925,0.04498017240887501
Residual,14.20318734387575,18.0,,
