"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.0291960444423691,0.0291960444423691,0.345458590704841,0.00419523549467288,0.87
"Residuals",82,6.93013781880376,0.0845138758390702,NA,0.995804764505327,NA
"Total",83,6.95933386324613,NA,NA,1,NA
