"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.221469296279184,0.221469296279184,0,0.0105794205504216,1
"md$A_SMK_CIG_CUR_FREQ",1,0.322152253861488,0.322152253861488,0,0.0153889691804976,1
"md$F1_SDC_AGE_CALC",1,0.297498922406253,0.297498922406253,0,0.0142112982084227,1
"md$PM_BIOIMPED_WEIGHT",1,0.359297129953484,0.359297129953484,0,0.0171633517792266,1
"md$PM_WAIST_AVG",1,0.0667499990684952,0.0667499990684952,0,0.0031885969014669,1
"md$PM_WAIST_HIP_RATIO",1,0.118765810520779,0.118765810520779,0,0.00567335281964817,1
"md$PM_STANDING_HEIGHT_AVG",1,0.0707164920588499,0.0707164920588499,0,0.00337807326753781,1
"md$A_SLE_LIGHT_EXP",1,0.0560793232099102,0.0560793232099102,0,0.00267886679728626,1
"md$NUT_VEG_DAY_QTY",1,0.190982258557127,0.190982258557127,0,0.00912307784821867,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.120894031862107,0.120894031862107,0,0.00577501634128554,1
"md$PM_BIOIMPED_FFM",1,0.272261726248566,0.272261726248566,0,0.0130057364617096,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,0.18524502988298,0.18524502988298,0,0.00884901477962418,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,0.23874109121259,0.23874109121259,0,0.0114044811133576,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,0.0990511770548155,0.0990511770548155,0,0.00473159971012947,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,0.148423978489327,0.148423978489327,0,0.00709010104148195,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,0.0526025573262849,0.0526025573262849,0,0.00251278432420221,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,0.0745662631451331,0.0745662631451331,0,0.00356197391665218,1
"md$CASE_CONTROL:md$PM_WAIST_AVG",1,0.105184560827839,0.105184560827839,0,0.00502458680776377,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_AVG",1,0.0834363597691099,0.0834363597691099,0,0.00398569171448917,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,0.096325128352968,0.096325128352968,0,0.00460137842825291,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,0.0236827265396924,0.0236827265396924,0,0.00113130591036057,1
"md$CASE_CONTROL:md$PM_WAIST_HIP_RATIO",1,0.030774294224591,0.030774294224591,0,0.00147006472777129,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_HIP_RATIO",1,0.210252567430055,0.210252567430055,0,0.0100436059084435,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,0.128029260379522,0.128029260379522,0,0.00611586080359844,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,0.0373735873494092,0.0373735873494092,0,0.00178530796227793,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,0.0881011515636541,0.0881011515636541,0,0.00420852528556996,1
"md$CASE_CONTROL:md$PM_STANDING_HEIGHT_AVG",1,0.0933840172479679,0.0933840172479679,0,0.00446088377825823,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_STANDING_HEIGHT_AVG",1,0.145452957929284,0.145452957929284,0,0.00694817763947221,1
"md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,0.0671850500111009,0.0671850500111009,0,0.00320937895550332,1
"md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,0.0639300591300236,0.0639300591300236,0,0.00305389050632663,1
"md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,0.0725108377429935,0.0725108377429935,0,0.00346378780189683,1
"md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,0.0897227132878839,0.0897227132878839,0,0.00428598606102422,1
"md$CASE_CONTROL:md$A_SLE_LIGHT_EXP",1,0.0575070711578629,0.0575070711578629,0,0.0027470692354353,1
"md$A_SMK_CIG_CUR_FREQ:md$A_SLE_LIGHT_EXP",1,0.138793648363195,0.138793648363195,0,0.00663006746502037,1
