"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.0196637042312452,0.0196637042312452,0.327494940002472,0.00418109809656658,0.819
"Residuals",78,4.68333626780783,0.0600427726642029,NA,0.995818901903433,NA
"Total",79,4.70299997203907,NA,NA,1,NA
