"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,726.117534869546,726.117534869546,1.03803915096567,0.017006430177062,0.361
"Residuals",60,41970.5288106358,699.508813510596,NA,0.982993569822938,NA
"Total",61,42696.6463455053,NA,NA,1,NA
