"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,0.263748390526083,0.263748390526083,1.62882340724049,0.0432865888367659,0.061
"Residuals",36,5.82932564496053,0.161925712360015,NA,0.956713411163234,NA
"Total",37,6.09307403548662,NA,NA,1,NA
