"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.0115310882875694,0.0115310882875694,1.5250986716741,0.0247882360955278,0.162
"Residuals",60,0.453652809555399,0.00756088015925665,NA,0.975211763904472,NA
"Total",61,0.465183897842968,NA,NA,1,NA
