"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,107.507055842285,107.507055842285,0,0.0127467497541265,1
"md$A_SMK_CIG_CUR_FREQ",1,102.132927983986,102.132927983986,0,0.0121095575026997,1
"md$F1_SDC_AGE_CALC",1,69.6294009590638,69.6294009590638,0,0.00825572370670233,1
"md$PM_BIOIMPED_WEIGHT",1,69.8797386334294,69.8797386334294,0,0.0082854054021424,1
"md$PM_WAIST_AVG",1,62.2552633771925,62.2552633771925,0,0.0073813970341674,1
"md$PM_WAIST_HIP_RATIO",1,44.2539785481951,44.2539785481951,0,0.00524704528236606,1
"md$PM_STANDING_HEIGHT_AVG",1,56.1075177523581,56.1075177523581,0,0.00665247952807597,1
"md$A_SLE_LIGHT_EXP",1,40.1604164932662,40.1604164932662,0,0.00476168540799917,1
"md$NUT_VEG_DAY_QTY",1,48.9766150800145,48.9766150800145,0,0.0058069924000614,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,77.0910326143428,77.0910326143428,0,0.00914042425702566,1
"md$PM_BIOIMPED_FFM",1,71.7276436641912,71.7276436641912,0,0.00850450528179185,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,52.5114190530222,52.5114190530222,0,0.00622610220937402,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,49.0694787656239,49.0694787656239,0,0.005818002934695,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,34.0164197781102,34.0164197781102,0,0.00403321239750988,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,70.8556316949838,70.8556316949838,0,0.00840111375770067,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,48.7789560624002,48.7789560624002,0,0.00578355663564169,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,60.9847897736133,60.9847897736133,0,0.00723076125526741,1
"md$CASE_CONTROL:md$PM_WAIST_AVG",1,38.2270424945937,38.2270424945937,0,0.00453245176050381,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_AVG",1,32.0813299899939,32.0813299899939,0,0.00380377531463535,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,50.2387903163262,50.2387903163262,0,0.00595664426948588,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,35.6868608204945,35.6868608204945,0,0.00423127096938197,1
