"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,24.586464172189,24.586464172189,0.714475644314632,0.00907680116606655,0.704
"Residuals",78,2684.12817244506,34.4118996467316,NA,0.990923198833933,NA
"Total",79,2708.71463661725,NA,NA,1,NA
