"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,8.05568571185978,8.05568571185978,4.2941276060863,0.0178702977424636,0.008
"Residuals",236,442.730631782883,1.8759772533173,NA,0.982129702257536,NA
"Total",237,450.786317494743,NA,NA,1,NA
