"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.0610210456059596,0.0610210456059596,0.990947646416859,0.141747256099788,0.443
"Residuals",6,0.369470854448894,0.0615784757414823,NA,0.858252743900212,NA
"Total",7,0.430491900054853,NA,NA,1,NA
