"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,885.661453745404,885.661453745404,1.30920133710866,0.0165075592117467,0.045
"Residuals",78,52766.2105392487,676.489878708316,NA,0.983492440788253,NA
"Total",79,53651.8719929941,NA,NA,1,NA
