"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.338557058947493,0.338557058947493,1.84444323752293,0.010859603071874,0.06
"Residuals",168,30.8372655477134,0.183555152069723,NA,0.989140396928126,NA
"Total",169,31.1758226066609,NA,NA,1,NA
