"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,0.123236940766319,0.123236940766319,1.34500893897092,0.0169513994258347,0.241
"Residuals",78,7.14677880663567,0.0916253693158419,NA,0.983048600574165,NA
"Total",79,7.27001574740199,NA,NA,1,NA
