"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.197391663499215,0.197391663499215,0,0.0137621549019769,1
"md$A_SMK_CIG_CUR_FREQ",1,0.232921162529895,0.232921162529895,0,0.0162392730364608,1
"md$F1_SDC_AGE_CALC",1,0.242505863559819,0.242505863559819,0,0.0169075187866846,1
"md$PM_BIOIMPED_WEIGHT",1,0.2809689281774,0.2809689281774,0,0.0195891652346056,1
"md$PM_WAIST_AVG",1,0.045828617491934,0.045828617491934,0,0.00319517309741883,1
"md$PM_WAIST_HIP_RATIO",1,0.0735135236015939,0.0735135236015939,0,0.00512536589063849,1
"md$PM_STANDING_HEIGHT_AVG",1,0.0497311483041174,0.0497311483041174,0,0.00346725770623626,1
"md$A_SLE_LIGHT_EXP",1,0.0299096349613843,0.0299096349613843,0,0.00208530098031111,1
"md$NUT_VEG_DAY_QTY",1,0.140577392035785,0.140577392035785,0,0.00980106155759763,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.138813445996445,0.138813445996445,0,0.00967807916714713,1
"md$PM_BIOIMPED_FFM",1,0.224958597098316,0.224958597098316,0,0.0156841226469057,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,0.132310006929305,0.132310006929305,0,0.00922465912776487,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,0.16703336774609,0.16703336774609,0,0.0116455732728029,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,0.0553081452958037,0.0553081452958037,0,0.00385608616599414,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,0.103188165606922,0.103188165606922,0,0.00719428315238324,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,0.0490294714977546,0.0490294714977546,0,0.00341833677042213,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,0.0742182502541344,0.0742182502541344,0,0.00517449946185363,1
"md$CASE_CONTROL:md$PM_WAIST_AVG",1,0.0604566055991129,0.0604566055991129,0,0.00421503703020377,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_AVG",1,0.0525039155686211,0.0525039155686211,0,0.00366057515401886,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,0.059131389436891,0.059131389436891,0,0.00412264290484004,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,0.0185664554604186,0.0185664554604186,0,0.00129445403872363,1
"md$CASE_CONTROL:md$PM_WAIST_HIP_RATIO",1,0.0186318475744547,0.0186318475744547,0,0.00129901317960516,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_HIP_RATIO",1,0.0910126107918532,0.0910126107918532,0,0.00634540296964363,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,0.0710850908349259,0.0710850908349259,0,0.00495605545821461,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,0.0274030962263598,0.0274030962263598,0,0.0019105449965593,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,0.0604249891848521,0.0604249891848521,0,0.00421283273250047,1
"md$CASE_CONTROL:md$PM_STANDING_HEIGHT_AVG",1,0.0307537520965981,0.0307537520965981,0,0.00214415286171426,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_STANDING_HEIGHT_AVG",1,0.115841174652188,0.115841174652188,0,0.00807645146369979,1
"md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,0.035705286470646,0.035705286470646,0,0.00248937404203214,1
"md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,0.0499009712595644,0.0499009712595644,0,0.00347909776967836,1
"md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,0.0532199599720515,0.0532199599720515,0,0.00371049779929178,1
"md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,0.0576625290440163,0.0576625290440163,0,0.00402023389780414,1
"md$CASE_CONTROL:md$A_SLE_LIGHT_EXP",1,0.0409445026784834,0.0409445026784834,0,0.00285465241164015,1
"md$A_SMK_CIG_CUR_FREQ:md$A_SLE_LIGHT_EXP",1,0.100260561094216,0.100260561094216,0,0.00699017044528426,1
"md$F1_SDC_AGE_CALC:md$A_SLE_LIGHT_EXP",1,0.0384233365401445,0.0384233365401445,0,0.00267887660472733,1
"md$PM_BIOIMPED_WEIGHT:md$A_SLE_LIGHT_EXP",1,0.170822025192617,0.170822025192617,0,0.0119097186258808,1
"md$PM_WAIST_AVG:md$A_SLE_LIGHT_EXP",1,0.0629917347492168,0.0629917347492168,0,0.00439178633887144,1
"md$PM_WAIST_HIP_RATIO:md$A_SLE_LIGHT_EXP",1,0.075824237819901,0.075824237819901,0,0.00528646898102644,1
"md$PM_STANDING_HEIGHT_AVG:md$A_SLE_LIGHT_EXP",1,0.101536270313979,0.101536270313979,0,0.00707911294458257,1
"md$CASE_CONTROL:md$NUT_VEG_DAY_QTY",1,0.143173168943772,0.143173168943772,0,0.00998203923044059,1
"md$A_SMK_CIG_CUR_FREQ:md$NUT_VEG_DAY_QTY",1,0.0508957036740179,0.0508957036740179,0,0.00354845055454802,1
"md$F1_SDC_AGE_CALC:md$NUT_VEG_DAY_QTY",1,0.182053730795007,0.182053730795007,0,0.0126927936026723,1
"md$PM_BIOIMPED_WEIGHT:md$NUT_VEG_DAY_QTY",1,0.285430558481853,0.285430558481853,0,0.0199002302830314,1
"md$PM_WAIST_AVG:md$NUT_VEG_DAY_QTY",1,0.0997550243866785,0.0997550243866785,0,0.00695492440523157,1
"md$PM_WAIST_HIP_RATIO:md$NUT_VEG_DAY_QTY",1,0.124532666509545,0.124532666509545,0,0.00868242263365594,1
"md$PM_STANDING_HEIGHT_AVG:md$NUT_VEG_DAY_QTY",1,0.0590788853307043,0.0590788853307043,0,0.00411898231639612,1
"md$A_SLE_LIGHT_EXP:md$NUT_VEG_DAY_QTY",1,0.102508469800085,0.102508469800085,0,0.00714689473276059,1
"md$CASE_CONTROL:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.141718573078305,0.141718573078305,0,0.00988062474684254,1
"md$A_SMK_CIG_CUR_FREQ:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0229350842198857,0.0229350842198857,0,0.00159903501560595,1
"md$F1_SDC_AGE_CALC:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0969338609524488,0.0969338609524488,0,0.00675823277450414,1
"md$PM_BIOIMPED_WEIGHT:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0307809901644562,0.0307809901644562,0,0.00214605190092619,1
"md$PM_WAIST_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0467053806405486,0.0467053806405486,0,0.00325630106021969,1
"md$PM_WAIST_HIP_RATIO:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0809031500612898,0.0809031500612898,0,0.00564057095149703,1
"md$PM_STANDING_HEIGHT_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0260838360208924,0.0260838360208924,0,0.00181856612074558,1
"md$A_SLE_LIGHT_EXP:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0575896348124463,0.0575896348124463,0,0.00401515170897943,1
"md$NUT_VEG_DAY_QTY:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0211218947823246,0.0211218947823246,0,0.00147261937340512,1
"md$CASE_CONTROL:md$PM_BIOIMPED_FFM",1,0.249882936103048,0.249882936103048,0,0.0174218485879704,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_FFM",1,0.0459196622349349,0.0459196622349349,0,0.00320152074064741,1
"md$PM_BIOIMPED_WEIGHT:md$PM_BIOIMPED_FFM",1,0.0698670592161177,0.0698670592161177,0,0.00487113424362841,1
"md$PM_WAIST_AVG:md$PM_BIOIMPED_FFM",1,0.171666622365989,0.171666622365989,0,0.0119686039755641,1
"md$PM_WAIST_HIP_RATIO:md$PM_BIOIMPED_FFM",1,0.112867643508443,0.112867643508443,0,0.00786913674999491,1
"md$PM_STANDING_HEIGHT_AVG:md$PM_BIOIMPED_FFM",1,0.0587648276136106,0.0587648276136106,0,0.00409708619943664,1
"md$A_SLE_LIGHT_EXP:md$PM_BIOIMPED_FFM",1,0.0944925915121368,0.0944925915121368,0,0.00658802736866556,1
"md$NUT_VEG_DAY_QTY:md$PM_BIOIMPED_FFM",1,0.110790628474787,0.110790628474787,0,0.00772432717637767,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY:md$PM_BIOIMPED_FFM",1,0.240089614898293,0.240089614898293,0,0.0167390578305726,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,0.145622756206751,0.145622756206751,0,0.0101528245552178,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,0.0319312627533872,0.0319312627533872,0,0.00222624895316102,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,-0.00279173263422017,-0.00279173263422017,0,-0.000194639714139674,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,0.0643783181258986,0.0643783181258986,0,0.00448845898895261,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,0.0982714933894329,0.0982714933894329,0,0.00685149256305522,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,0.0216885814661989,0.0216885814661989,0,0.00151212879232441,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,0.0694810671912007,0.0694810671912007,0,0.00484422286376734,1
"md$CASE_CONTROL:md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,0.00192985488549624,0.00192985488549624,0,0.000134549562031741,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,0.155723190768228,0.155723190768228,0,0.0108570272684843,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,0.059208011710763,0.059208011710763,0,0.00412798501292746,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,0.0352614323752292,0.0352614323752292,0,0.00245842851623476,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,0.234621304129862,0.234621304129862,0,0.0163578069787726,1
