"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,0.00661907283079995,0.00661907283079995,0.833553685898162,0.010573590139287,0.461
"Residuals",78,0.619381438216653,0.00794078766944427,NA,0.989426409860713,NA
"Total",79,0.626000511047453,NA,NA,1,NA
