"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.107663184593322,0.107663184593322,0.824446290012661,0.120807792306785,0.617
"Residuals",6,0.783530856267197,0.130588476044533,NA,0.879192207693215,NA
"Total",7,0.891194040860519,NA,NA,1,NA
