"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.773087605225792,0.773087605225792,0.352778737191288,0.00761073546834065,0.718
"Residuals",46,100.805479727945,2.19142347234663,NA,0.992389264531659,NA
"Total",47,101.578567333171,NA,NA,1,NA
