"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.0209031195575249,0.0209031195575249,0.417067995087862,0.00898522920775604,0.864
"Residuals",46,2.30548378434932,0.0501192127032461,NA,0.991014770792244,NA
"Total",47,2.32638690390684,NA,NA,1,NA
