"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.497471235388567,0.497471235388567,0.199230617860695,0.0163314084389063,0.864
"Residuals",12,29.9635411904253,2.49696176586877,NA,0.983668591561094,NA
"Total",13,30.4610124258138,NA,NA,1,NA
