"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,2.13401467207033,2.13401467207033,1.10487499127689,0.016464899031859,0.342
"Residuals",66,127.475931185544,1.93145350281127,NA,0.983535100968141,NA
"Total",67,129.609945857614,NA,NA,1,NA
