"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,0.0576628075543695,0.0576628075543695,0.93336953833042,0.0374345527946208,0.442
"Residuals",24,1.48270039300871,0.0617791830420295,NA,0.962565447205379,NA
"Total",25,1.54036320056308,NA,NA,1,NA
