"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.145093441366789,0.145093441366789,3.13774945845796,0.207279785351765,0.046
"Residuals",12,0.554894939654341,0.0462412449711951,NA,0.792720214648235,NA
"Total",13,0.69998838102113,NA,NA,1,NA
