"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,105.40239120967,105.40239120967,1.24673703452175,0.0941165383801828,0.185
"Residuals",12,1014.51120765112,84.5426006375931,NA,0.905883461619817,NA
"Total",13,1119.91359886079,NA,NA,1,NA
