"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,285.192909757619,285.192909757619,0,0.0147093635782869,1
"md$A_SMK_CIG_CUR_FREQ",1,352.416518395349,352.416518395349,0,0.0181765483036618,1
"md$F1_SDC_AGE_CALC",1,126.83211079722,126.83211079722,0,0.00654160593509647,1
"md$PM_BIOIMPED_WEIGHT",1,176.440107502951,176.440107502951,0,0.00910023216656633,1
"md$PM_WAIST_AVG",1,157.996447356954,157.996447356954,0,0.00814896552030784,1
"md$PM_WAIST_HIP_RATIO",1,121.569056402629,121.569056402629,0,0.00627015395303939,1
"md$PM_STANDING_HEIGHT_AVG",1,111.653656433232,111.653656433232,0,0.00575874845106546,1
"md$A_SLE_LIGHT_EXP",1,51.4836648947764,51.4836648947764,0,0.00265536736493051,1
"md$NUT_VEG_DAY_QTY",1,141.494919093892,141.494919093892,0,0.00729786799819535,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,136.096108243555,136.096108243555,0,0.00701941412023783,1
"md$PM_BIOIMPED_FFM",1,191.90268647211,191.90268647211,0,0.00989774391434654,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,128.913037471632,128.913037471632,0,0.0066489336630533,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,114.091050146615,114.091050146615,0,0.00588446164058357,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,86.7213062828214,86.7213062828214,0,0.00447281534867792,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,136.339115190891,136.339115190891,0,0.00703194766303679,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,106.196866945158,106.196866945158,0,0.00547730421523759,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,104.761493079577,104.761493079577,0,0.00540327209404097,1
"md$CASE_CONTROL:md$PM_WAIST_AVG",1,104.436558124698,104.436558124698,0,0.00538651295933919,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_AVG",1,49.3301431680839,49.3301431680839,0,0.00254429540988582,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,66.4262366983512,66.4262366983512,0,0.00342605875988924,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,56.7946912969242,56.7946912969242,0,0.00292929359398531,1
"md$CASE_CONTROL:md$PM_WAIST_HIP_RATIO",1,124.622347844713,124.622347844713,0,0.0064276332324866,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_HIP_RATIO",1,176.105918424196,176.105918424196,0,0.00908299573292752,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,156.036605250065,156.036605250065,0,0.00804788295787398,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,68.012836824762,68.012836824762,0,0.00350789066143464,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,86.0953304505601,86.0953304505601,0,0.00444052946150149,1
"md$CASE_CONTROL:md$PM_STANDING_HEIGHT_AVG",1,124.506730332616,124.506730332616,0,0.0064216700406846,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_STANDING_HEIGHT_AVG",1,121.98486012587,121.98486012587,0,0.00629159981628879,1
"md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,73.2721572049832,73.2721572049832,0,0.00377915005464016,1
"md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,130.45190886659,130.45190886659,0,0.00672830386502606,1
"md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,133.760356031677,133.760356031677,0,0.00689894328334882,1
"md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,77.5967797511125,77.5967797511125,0,0.00400220063967727,1
"md$CASE_CONTROL:md$A_SLE_LIGHT_EXP",1,95.9298062817379,95.9298062817379,0,0.00494776114803119,1
"md$A_SMK_CIG_CUR_FREQ:md$A_SLE_LIGHT_EXP",1,107.326331955742,107.326331955742,0,0.00553555850880946,1
"md$F1_SDC_AGE_CALC:md$A_SLE_LIGHT_EXP",1,88.3155410294021,88.3155410294021,0,0.00455504102019452,1
"md$PM_BIOIMPED_WEIGHT:md$A_SLE_LIGHT_EXP",1,120.92385905561,120.92385905561,0,0.00623687667989426,1
"md$PM_WAIST_AVG:md$A_SLE_LIGHT_EXP",1,124.239606085126,124.239606085126,0,0.00640789260252794,1
"md$PM_WAIST_HIP_RATIO:md$A_SLE_LIGHT_EXP",1,95.3368030941783,95.3368030941783,0,0.00491717588735164,1
"md$PM_STANDING_HEIGHT_AVG:md$A_SLE_LIGHT_EXP",1,95.5094970406617,95.5094970406617,0,0.00492608290418018,1
"md$CASE_CONTROL:md$NUT_VEG_DAY_QTY",1,122.538314969608,122.538314969608,0,0.00632014529635566,1
"md$A_SMK_CIG_CUR_FREQ:md$NUT_VEG_DAY_QTY",1,92.1554383121993,92.1554383121993,0,0.00475309098323162,1
"md$F1_SDC_AGE_CALC:md$NUT_VEG_DAY_QTY",1,132.999426643378,132.999426643378,0,0.00685969691134257,1
"md$PM_BIOIMPED_WEIGHT:md$NUT_VEG_DAY_QTY",1,202.931698751972,202.931698751972,0,0.0104665860769086,1
"md$PM_WAIST_AVG:md$NUT_VEG_DAY_QTY",1,102.928591748342,102.928591748342,0,0.00530873674213767,1
"md$PM_WAIST_HIP_RATIO:md$NUT_VEG_DAY_QTY",1,96.3491982932674,96.3491982932674,0,0.00496939208403398,1
"md$PM_STANDING_HEIGHT_AVG:md$NUT_VEG_DAY_QTY",1,156.55516305828,156.55516305828,0,0.00807462855734863,1
"md$A_SLE_LIGHT_EXP:md$NUT_VEG_DAY_QTY",1,124.877506818329,124.877506818329,0,0.00644079353901868,1
"md$CASE_CONTROL:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,88.5812611139027,88.5812611139027,0,0.00456874603598995,1
"md$A_SMK_CIG_CUR_FREQ:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,76.0261417339007,76.0261417339007,0,0.00392119201409578,1
"md$F1_SDC_AGE_CALC:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,108.223658189802,108.223658189802,0,0.00558183980604209,1
"md$PM_BIOIMPED_WEIGHT:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,82.5736083370384,82.5736083370384,0,0.00425888998444188,1
