"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.0193014289592871,0.0193014289592871,0.333344655827383,0.00425546307631823,0.81
"Residuals",78,4.51638096638332,0.0579023200818375,NA,0.995744536923682,NA
"Total",79,4.53568239534261,NA,NA,1,NA
