,sum_sq,df,F,PR(>F)
CASE_CONTROL,197.9713643821578,1.0,6.338182966918549,0.012500577958669535
A_SMK_CIG_CUR_FREQ,8.766388912536039,1.0,0.2806616858969689,0.5967810948892678
F1_SDC_AGE_CALC,20.81679122872599,1.0,0.6664632130186082,0.41513581757517004
SDC_GENDER,9.714645502083318,1.0,0.31102074203063723,0.5775992458281747
PM_BIOIMPED_WEIGHT,51.32533493824447,1.0,1.6432142329887847,0.2011813206287726
PM_WAIST_AVG,58.78579432228743,1.0,1.8820657292185614,0.17144202992503288
PM_WAIST_HIP_RATIO,1.4310056511663618,1.0,0.04581458370049126,0.8307036620864551
PM_STANDING_HEIGHT_AVG,59.131475925809156,1.0,1.893132952290223,0.170193117930257
A_SLE_LIGHT_EXP,7.594626753788712,1.0,0.24314695249585203,0.6224149109398179
NUT_VEG_DAY_QTY,0.24566834764714152,1.0,0.007865233143326612,0.929408849678758
REFINED_GRAIN_SERVINGS_DAY_QTY,15.865328949138172,1.0,0.5079389033045937,0.4767580093749818
PM_BIOIMPED_FFM,1.7689063868947008,1.0,0.056632697190725015,0.8121123046125809
Residual,7152.750666892625,229.0,,
