"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.00916058840030868,0.00916058840030868,0,0.0299546235504594,1
"md$A_SMK_CIG_CUR_FREQ",1,0.012155600265695,0.012155600265695,0,0.0397481487080556,1
"md$F1_SDC_AGE_CALC",1,0.0164512813739144,0.0164512813739144,0,0.0537947912234203,1
"md$PM_BIOIMPED_WEIGHT",1,0.00388860496980266,0.00388860496980266,0,0.0127155257846711,1
"md$PM_WAIST_AVG",1,0.00922361929668937,0.00922361929668937,0,0.0301607311377262,1
"md$PM_WAIST_HIP_RATIO",1,0.010204205759875,0.010204205759875,0,0.0333671952948115,1
"md$PM_STANDING_HEIGHT_AVG",1,0.00439091283055146,0.00439091283055146,0,0.0143580450440956,1
"md$A_SLE_LIGHT_EXP",1,0.0072200811734148,0.0072200811734148,0,0.023609270944442,1
"md$NUT_VEG_DAY_QTY",1,0.0234509274197174,0.0234509274197174,0,0.076683251344762,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00422869334861653,0.00422869334861653,0,0.0138275962015575,1
"md$PM_BIOIMPED_FFM",1,0.0148991040521717,0.0148991040521717,0,0.0487192561895793,1
"md$Both_case_control:md$A_SMK_CIG_CUR_FREQ",1,0.00620757866914251,0.00620757866914251,0,0.0202984430768399,1
"md$Both_case_control:md$F1_SDC_AGE_CALC",1,0.00538046942182134,0.00538046942182134,0,0.0175938410299043,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,0.00543102699754167,0.00543102699754167,0,0.0177591615401322,1
"md$Both_case_control:md$PM_BIOIMPED_WEIGHT",1,0.00717841856000598,0.00717841856000598,0,0.0234730364749676,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,0.00636149463749841,0.00636149463749841,0,0.0208017398836641,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,0.00706751456350962,0.00706751456350962,0,0.0231103864660251,1
"md$Both_case_control:md$PM_WAIST_AVG",1,0.00261558439066395,0.00261558439066395,0,0.0085528180465085,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,0.00562543217223596,0.00562543217223596,0,0.0183948558394233,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,0.00452431101679801,0.00452431101679801,0,0.0147942498244779,1
"md$Both_case_control:md$PM_WAIST_HIP_RATIO",1,0.00721538939406988,0.00721538939406988,0,0.0235939290823347,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,0.00393655030506856,0.00393655030506856,0,0.0128723044113413,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,0.00649873589224284,0.00649873589224284,0,0.0212505112880559,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,0.0133089598699302,0.0133089598699302,0,0.0435195715963505,1
"md$Both_case_control:md$PM_STANDING_HEIGHT_AVG",1,0.00683192910846525,0.00683192910846525,0,0.0223400349000078,1
"md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,0.0122326500153473,0.0122326500153473,0,0.0400000971795548,1
"md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,0.00382218305870113,0.00382218305870113,0,0.0124983297645464,1
"md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,0.00856965617089309,0.00856965617089309,0,0.0280223074477753,1
"md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,0.0122095688136258,0.0122095688136258,0,0.0399246229110422,1
"md$Both_case_control:md$A_SLE_LIGHT_EXP",1,0.00615888155980399,0.00615888155980399,0,0.020139206190028,1
"md$F1_SDC_AGE_CALC:md$A_SLE_LIGHT_EXP",1,0.00666733476094034,0.00666733476094034,0,0.021801820376749,1
"md$PM_BIOIMPED_WEIGHT:md$A_SLE_LIGHT_EXP",1,0.00351567619044479,0.00351567619044479,0,0.0114960690523481,1
"md$PM_WAIST_AVG:md$A_SLE_LIGHT_EXP",1,0.00897565523532456,0.00897565523532456,0,0.0293499022053865,1
"md$PM_WAIST_HIP_RATIO:md$A_SLE_LIGHT_EXP",1,0.00806019447641021,0.00806019447641021,0,0.0263563955429135,1
"md$PM_STANDING_HEIGHT_AVG:md$A_SLE_LIGHT_EXP",1,0.00364212452875212,0.00364212452875212,0,0.0119095482096967,1
"md$Both_case_control:md$NUT_VEG_DAY_QTY",1,0.00570214978405459,0.00570214978405459,0,0.0186457182383539,1
"md$F1_SDC_AGE_CALC:md$NUT_VEG_DAY_QTY",1,0.00811803539547029,0.00811803539547029,0,0.0265455321879131,1
"md$PM_BIOIMPED_WEIGHT:md$NUT_VEG_DAY_QTY",1,0.00849844257666493,0.00849844257666493,0,0.0277894428856357,1
"md$PM_WAIST_AVG:md$NUT_VEG_DAY_QTY",1,0.00618594095212605,0.00618594095212605,0,0.0202276889244432,1
"Residuals",0,-6.04505324982763e-19,-Inf,NA,-1.97669938357853e-18,NA
"Total",39,0.30581550740831,NA,NA,1,NA
