,sum_sq,df,F,PR(>F)
CASE_CONTROL,1464.9563069568603,1.0,5.7910293306600265,0.017233443954531177
A_SMK_CIG_CUR_FREQ,2.184836352572677,1.0,0.008636743185005605,0.9260707622716357
F1_SDC_AGE_CALC,90.02595267329843,1.0,0.3558760967654137,0.5516382347518556
SDC_GENDER,673.2144057059066,1.0,2.661242762498697,0.1047628795642131
PM_BIOIMPED_WEIGHT,145.82008142167672,1.0,0.5764324604781746,0.44881740927889846
PM_WAIST_AVG,165.97960791007512,1.0,0.6561238537519064,0.41911995246837985
PM_WAIST_HIP_RATIO,0.19944740572576147,1.0,0.0007884233618415677,0.9776338010705389
PM_STANDING_HEIGHT_AVG,52.19201148673226,1.0,0.20631705390153457,0.650277486589897
A_SLE_LIGHT_EXP,0.2992329127752831,1.0,0.0011828793571189607,0.9726060951177105
NUT_VEG_DAY_QTY,38.7355179315132,1.0,0.1531230108464293,0.6960827811288869
REFINED_GRAIN_SERVINGS_DAY_QTY,383.2986793261126,1.0,1.5151946060368988,0.2201322858679994
PM_BIOIMPED_FFM,169.94873492057576,1.0,0.6718139673926821,0.4136241436150704
Residual,40981.12929087215,162.0,,
