,sum_sq,df,F,PR(>F)
UC_case_control,5.9737064763055745,1.0,1.250116592745017,0.27823107425235577
A_SMK_CIG_CUR_FREQ,6.056265368160812,1.0,1.2673936787545566,0.2750431494137398
F1_SDC_AGE_CALC,1.2714204868249954,1.0,0.2660699606249904,0.6122582962816101
SDC_GENDER,6.073231264432749,1.0,1.270944129136487,0.2743940731367039
A_HS_DENTAL_VISIT_LAST,12.150054807515993,1.0,2.5426400138479353,0.12821702982827624
PM_BIOIMPED_BMI,2.7864171891580427,1.0,0.5831130766623586,0.4549879981689331
PM_BIOIMPED_WEIGHT,1.760558706228404,1.0,0.36843183706591687,0.5514406828622804
PM_WAIST_AVG,0.9129504093863134,1.0,0.19105298522016062,0.6672404454115122
PM_WAIST_HIP_RATIO,1.4046275729212359,1.0,0.2939461860908105,0.5943519042231692
PM_STANDING_HEIGHT_AVG,3.458645779099403,1.0,0.7237902454748111,0.4060789887730393
A_SLE_LIGHT_EXP,0.05625091174915697,1.0,0.01177161924737657,0.9148017029274518
NUT_VEG_DAY_QTY,1.092358884515787,1.0,0.22859776793220693,0.6383208097575073
NUT_JUICE_DAY_QTY,0.9171131443691447,1.0,0.1919241200999674,0.6665321145745682
REFINED_GRAIN_SERVINGS_DAY_QTY,6.381453120189751,1.0,1.3354456672781443,0.26294843635235854
PM_BIOIMPED_FFM,0.48282917771758854,1.0,0.10104158430286328,0.7542413450611417
SALT_SEASONING,1.3457441500801424,1.0,0.2816236616709638,0.6021257500016856
NUTS_SEEDS_SERVINGS_PER_DAY,5.55176688070163,1.0,1.1618173614900478,0.2953227422270686
Residual,86.01335043269222,18.0,,
