,sum_sq,df,F,PR(>F)
CASE_CONTROL,710.934415376856,1.0,3.654570931290709,0.05778488981318124
A_SMK_CIG_CUR_FREQ,6.309265654841977,1.0,0.032432891644096025,0.8573191649336003
F1_SDC_AGE_CALC,128.70761345897193,1.0,0.6616237624867586,0.41725128721840243
SDC_GENDER,527.1388376172107,1.0,2.7097665143823986,0.10178822395247718
A_HS_DENTAL_VISIT_LAST,162.2001834237131,1.0,0.8337929105262164,0.3626146927077901
PM_BIOIMPED_BMI,279.68597677195163,1.0,1.4377307083363031,0.2323606549400923
PM_BIOIMPED_WEIGHT,378.15804781565043,1.0,1.9439281304846339,0.16526403241976514
PM_WAIST_AVG,150.29733928904335,1.0,0.7726061298142578,0.3807903969330364
PM_WAIST_HIP_RATIO,6.111805047140344,1.0,0.03141784189917847,0.8595458395055728
PM_STANDING_HEIGHT_AVG,254.4962420244958,1.0,1.3082424315222216,0.25449949685477347
A_SLE_LIGHT_EXP,46.74470007176726,1.0,0.24029195714716928,0.6246975352300134
NUT_VEG_DAY_QTY,32.651826613202374,1.0,0.16784729197685486,0.6826051426521751
NUT_JUICE_DAY_QTY,34.08403583702308,1.0,0.1752095888128113,0.6761097642844307
REFINED_GRAIN_SERVINGS_DAY_QTY,175.525828987178,1.0,0.9022936271374764,0.3436654902746973
PM_BIOIMPED_FFM,77.69329660191374,1.0,0.39938376476962506,0.5283508540766995
SALT_SEASONING,244.58167989330238,1.0,1.2572764496011912,0.26392404067774733
NUTS_SEEDS_SERVINGS_PER_DAY,0.20445891182381373,1.0,0.0010510246509849363,0.9741797573823966
Residual,29763.539303981415,153.0,,
