"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.158841998518229,0.158841998518229,2.31492763748773,0.028823130463822,0.023
"Residuals",78,5.35207912497331,0.0686163990381193,NA,0.971176869536178,NA
"Total",79,5.51092112349154,NA,NA,1,NA
