"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.0441799772146626,0.0441799772146626,0.380430712199353,0.00786331801100368,0.932
"Residuals",48,5.57431048099122,0.116131468353984,NA,0.992136681988996,NA
"Total",49,5.61849045820588,NA,NA,1,NA
