"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,3.75410320471595,3.75410320471595,1.62964297705616,0.0342148896190799,0.193
"Residuals",46,105.967227084845,2.30363537140968,NA,0.96578511038092,NA
"Total",47,109.721330289561,NA,NA,1,NA
