,sum_sq,df,F,PR(>F)
CASE_CONTROL,0.42286246499179614,1.0,1.7671945037982209,0.18953259892492302
A_SMK_CIG_CUR_FREQ,0.7032414723009275,1.0,2.938933028064523,0.09242311607880623
F1_SDC_AGE_CALC,0.02438810538752793,1.0,0.10192090659956608,0.7508155405057855
SDC_GENDER,0.7040060832549133,1.0,2.942128431741352,0.09225090413425266
A_HS_DENTAL_VISIT_LAST,0.00020109263412101415,1.0,0.0008403909715180259,0.9769839427352106
PM_BIOIMPED_BMI,0.32517629972692325,1.0,1.3589519458862596,0.24903849574930276
PM_BIOIMPED_WEIGHT,0.2941231986664969,1.0,1.2291771986266729,0.2726686027207679
PM_WAIST_AVG,0.12810289510979558,1.0,0.5353578312112963,0.4676477327451426
PM_WAIST_HIP_RATIO,0.15062307819144538,1.0,0.6294724596335501,0.4311543566977115
PM_STANDING_HEIGHT_AVG,0.43021221484036265,1.0,1.7979100167887874,0.1857935321196868
A_SLE_LIGHT_EXP,0.4182139109189545,1.0,1.7477676218017448,0.19194385195719707
NUT_VEG_DAY_QTY,0.44780426150317076,1.0,1.871429354036371,0.17719425932713948
NUT_JUICE_DAY_QTY,0.03624925267153007,1.0,0.15149010704736754,0.6987047902138357
REFINED_GRAIN_SERVINGS_DAY_QTY,0.2518332877482635,1.0,1.0524424341867307,0.3096939797959517
PM_BIOIMPED_FFM,0.18037012545211276,1.0,0.7537890466455877,0.3892686058896301
SALT_SEASONING,0.17247685666684534,1.0,0.7208021008437245,0.3997726064661705
NUTS_SEEDS_SERVINGS_PER_DAY,0.06999188648420215,1.0,0.2925047440844642,0.5909292604595358
Residual,12.442800230711955,52.0,,
