,sum_sq,df,F,PR(>F)
UC_case_control,0.07371708451311401,1.0,0.07853256240369379,0.7824912262894006
A_SMK_CIG_CUR_FREQ,0.03250156126091267,1.0,0.034624685780757274,0.8544652494604693
F1_SDC_AGE_CALC,0.30148748281282134,1.0,0.3211817818665694,0.5778975039747016
SDC_GENDER,0.06511410150741703,1.0,0.06936760011286111,0.7952511252081675
A_HS_DENTAL_VISIT_LAST,2.2896436775552744,1.0,2.439211835050865,0.13574536488314315
PM_BIOIMPED_BMI,0.06508032364613704,1.0,0.06933161575433208,0.795302958394233
PM_BIOIMPED_WEIGHT,1.0034527637480966,1.0,1.0690020815213803,0.3148631726254871
PM_WAIST_AVG,4.123177345395722,1.0,4.392518834913805,0.05050076633975358
PM_WAIST_HIP_RATIO,3.7861282721823932,1.0,4.033452445486478,0.059852478383935134
PM_STANDING_HEIGHT_AVG,0.30045981886756473,1.0,0.3200869870378818,0.5785407293276636
A_SLE_LIGHT_EXP,0.08475095043690262,1.0,0.09028720204980958,0.7672552066461513
NUT_VEG_DAY_QTY,0.03742854345326284,1.0,0.03987351702575577,0.8439665836160857
NUT_JUICE_DAY_QTY,0.0402242024896292,1.0,0.04285179905064831,0.8383283186360146
REFINED_GRAIN_SERVINGS_DAY_QTY,0.09224326071914443,1.0,0.0982689382874021,0.7575204687661159
PM_BIOIMPED_FFM,0.7974157415538072,1.0,0.8495059442309021,0.3688815172280614
SALT_SEASONING,1.1328216949029843,1.0,1.2068218790096141,0.28644002610200364
NUTS_SEEDS_SERVINGS_PER_DAY,4.161527282842621,1.0,4.4333739348627255,0.04954770236124472
Residual,16.896271821809815,18.0,,
