"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,454.359353097383,454.359353097383,1.37507871991785,0.013049373121445,0.087
"Residuals",104,34364.1218772922,330.424248820117,NA,0.986950626878555,NA
"Total",105,34818.4812303896,NA,NA,1,NA
