"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.0113380846581178,0.0113380846581178,0,0.00547294332798353,1
"md$A_SMK_CIG_CUR_FREQ",1,0.0187599475964678,0.0187599475964678,0,0.00905550920877084,1
"md$F1_SDC_AGE_CALC",1,0.0189310098208437,0.0189310098208437,0,0.00913808169678779,1
"md$SDC_GENDER",1,0.0228177666204655,0.0228177666204655,0,0.0110142362974464,1
"md$PM_BIOIMPED_WEIGHT",1,0.0102032910359504,0.0102032910359504,0,0.00492517345587972,1
"md$PM_WAIST_AVG",1,0.00618423707277355,0.00618423707277355,0,0.00298515843254631,1
"md$PM_WAIST_HIP_RATIO",1,0.00862378723558989,0.00862378723558989,0,0.0041627400249811,1
"md$PM_STANDING_HEIGHT_AVG",1,0.00306519385526895,0.00306519385526895,0,0.00147958255428612,1
"md$A_SLE_LIGHT_EXP",1,0.00280899652212049,0.00280899652212049,0,0.00135591497485082,1
"md$NUT_VEG_DAY_QTY",1,0.0226920295334892,0.0226920295334892,0,0.0109535424525866,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00666616802783077,0.00666616802783077,0,0.00321778862402584,1
"md$PM_BIOIMPED_FFM",1,0.0265760204260612,0.0265760204260612,0,0.0128283619377482,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,0.00301392163086722,0.00301392163086722,0,0.00145483322607844,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,0.0139639565569465,0.0139639565569465,0,0.00674046324181168,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,0.00175396730760372,0.00175396730760372,0,0.00084664773311408,1
"md$CASE_CONTROL:md$SDC_GENDER",1,0.00726736653182669,0.00726736653182669,0,0.00350798978590219,1
"md$F1_SDC_AGE_CALC:md$SDC_GENDER",1,0.00517521711266464,0.00517521711266464,0,0.00249810006025532,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,0.0128997154614341,0.0128997154614341,0,0.00622674938460561,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,0.00303220222886236,0.00303220222886236,0,0.00146365735112652,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,0.00771227036567457,0.00771227036567457,0,0.00372274682313323,1
"md$SDC_GENDER:md$PM_BIOIMPED_WEIGHT",1,0.0156260682518647,0.0156260682518647,0,0.00754277186671273,1
"md$CASE_CONTROL:md$PM_WAIST_AVG",1,0.00299149460457626,0.00299149460457626,0,0.00144400760185647,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_AVG",1,0.00198405668772586,0.00198405668772586,0,0.000957712888804001,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,0.00583165957476894,0.00583165957476894,0,0.00281496772366676,1
"md$SDC_GENDER:md$PM_WAIST_AVG",1,0.00642059480937468,0.00642059480937468,0,0.0030992493514761,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,0.00643525507788317,0.00643525507788317,0,0.00310632592755922,1
"md$CASE_CONTROL:md$PM_WAIST_HIP_RATIO",1,0.00113713726817349,0.00113713726817349,0,0.000548901160338016,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_HIP_RATIO",1,0.0171846936602229,0.0171846936602229,0,0.00829512720597119,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,0.00134629593823465,0.00134629593823465,0,0.000649862970230796,1
"md$SDC_GENDER:md$PM_WAIST_HIP_RATIO",1,0.00495349443286613,0.00495349443286613,0,0.00239107354760735,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,0.00241377165995987,0.00241377165995987,0,0.00116513819573527,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,0.00775471468659023,0.00775471468659023,0,0.00374323488350415,1
"md$CASE_CONTROL:md$PM_STANDING_HEIGHT_AVG",1,0.00232280485413444,0.00232280485413444,0,0.00112122811850244,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_STANDING_HEIGHT_AVG",1,0.0155338414567008,0.0155338414567008,0,0.00749825358708494,1
"md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,0.0141792057918013,0.0141792057918013,0,0.00684436499411592,1
"md$SDC_GENDER:md$PM_STANDING_HEIGHT_AVG",1,0.00880680672791045,0.00880680672791045,0,0.00425108433882158,1
"md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,0.00379384811323019,0.00379384811323019,0,0.00183130716913635,1
"md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,0.00179185366741608,0.00179185366741608,0,0.000864935645615085,1
"md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,0.0111191923740916,0.0111191923740916,0,0.00536728305982256,1
"md$CASE_CONTROL:md$A_SLE_LIGHT_EXP",1,0.00171940019155686,0.00171940019155686,0,0.000829962034176315,1
"md$A_SMK_CIG_CUR_FREQ:md$A_SLE_LIGHT_EXP",1,0.00880495404641751,0.00880495404641751,0,0.00425019004131707,1
"md$F1_SDC_AGE_CALC:md$A_SLE_LIGHT_EXP",1,0.00178673062095452,0.00178673062095452,0,0.000862462728557562,1
"md$SDC_GENDER:md$A_SLE_LIGHT_EXP",1,0.0113692918551461,0.0113692918551461,0,0.0054880071792345,1
"md$PM_BIOIMPED_WEIGHT:md$A_SLE_LIGHT_EXP",1,0.00517545112761214,0.00517545112761214,0,0.00249821302029965,1
"md$PM_WAIST_AVG:md$A_SLE_LIGHT_EXP",1,0.00600586100489087,0.00600586100489087,0,0.0028990555201032,1
"md$PM_WAIST_HIP_RATIO:md$A_SLE_LIGHT_EXP",1,0.00745043578278626,0.00745043578278626,0,0.00359635811845656,1
"md$PM_STANDING_HEIGHT_AVG:md$A_SLE_LIGHT_EXP",1,0.00605329208761907,0.00605329208761907,0,0.00292195071233221,1
"md$CASE_CONTROL:md$NUT_VEG_DAY_QTY",1,0.00378087811460365,0.00378087811460365,0,0.00182504649375885,1
"md$A_SMK_CIG_CUR_FREQ:md$NUT_VEG_DAY_QTY",1,0.0027681200038257,0.0027681200038257,0,0.00133618369969999,1
"md$F1_SDC_AGE_CALC:md$NUT_VEG_DAY_QTY",1,0.0330783209716211,0.0330783209716211,0,0.0159670510074128,1
"md$SDC_GENDER:md$NUT_VEG_DAY_QTY",1,0.0115723937244843,0.0115723937244843,0,0.00558604534478126,1
"md$PM_BIOIMPED_WEIGHT:md$NUT_VEG_DAY_QTY",1,0.0136472126782353,0.0136472126782353,0,0.00658756957855692,1
"md$PM_WAIST_AVG:md$NUT_VEG_DAY_QTY",1,0.0163303016342717,0.0163303016342717,0,0.00788270841753287,1
"md$PM_WAIST_HIP_RATIO:md$NUT_VEG_DAY_QTY",1,0.00939598724769825,0.00939598724769825,0,0.00453548436686704,1
"md$PM_STANDING_HEIGHT_AVG:md$NUT_VEG_DAY_QTY",1,0.00723097203255285,0.00723097203255285,0,0.00349042200104415,1
"md$A_SLE_LIGHT_EXP:md$NUT_VEG_DAY_QTY",1,0.00619543657195254,0.00619543657195254,0,0.00299056448005404,1
"md$CASE_CONTROL:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00409383405560881,0.00409383405560881,0,0.00197611170282401,1
"md$A_SMK_CIG_CUR_FREQ:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00321411886067291,0.00321411886067291,0,0.00155146930934858,1
"md$F1_SDC_AGE_CALC:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00432410402966599,0.00432410402966599,0,0.0020872640320006,1
"md$SDC_GENDER:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00398976853857791,0.00398976853857791,0,0.00192587882008577,1
"md$PM_BIOIMPED_WEIGHT:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.000752803230849808,0.000752803230849808,0,0.000363381430267769,1
"md$PM_WAIST_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00642432617179445,0.00642432617179445,0,0.0031010504965262,1
"md$PM_WAIST_HIP_RATIO:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00568287241153365,0.00568287241153365,0,0.00274314750562533,1
"md$PM_STANDING_HEIGHT_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00488177191457562,0.00488177191457562,0,0.00235645277260165,1
"md$A_SLE_LIGHT_EXP:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00635355985936326,0.00635355985936326,0,0.00306689128629407,1
"md$NUT_VEG_DAY_QTY:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0068172614012395,0.0068172614012395,0,0.00329072205986043,1
