"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.216075792334435,0.216075792334435,2.80712615916095,0.189579404469666,0.046
"Residuals",12,0.923688270850015,0.0769740225708346,NA,0.810420595530334,NA
"Total",13,1.13976406318445,NA,NA,1,NA
