,sum_sq,df,F,PR(>F)
CASE_CONTROL,0.016334251653322085,1.0,4.814581550029867,0.02926659033472969
A_SMK_CIG_CUR_FREQ,0.00828102510283606,1.0,2.4408630111523917,0.11964848173705976
F1_SDC_AGE_CALC,8.865886708051838e-05,1.0,0.026132531489779003,0.8717254368429668
SDC_GENDER,0.003411492697340486,1.0,1.0055501866433292,0.31707289592193955
A_HS_DENTAL_VISIT_LAST,0.0024521407448836957,1.0,0.7227776233013044,0.39615858515040325
PM_BIOIMPED_BMI,0.003168681010957932,1.0,0.9339805371607143,0.33489188538075176
PM_BIOIMPED_WEIGHT,0.0020344569800296412,1.0,0.5996637769682004,0.4395377566059786
PM_WAIST_AVG,0.001835928500916364,1.0,0.5411467678648249,0.46274139631747324
PM_WAIST_HIP_RATIO,0.0023592336626876366,1.0,0.6953929145737833,0.40524058811610286
PM_STANDING_HEIGHT_AVG,0.004039701713748745,1.0,1.190717135466875,0.2763785741017809
A_SLE_LIGHT_EXP,0.002499089614328716,1.0,0.736615977541352,0.39168114885183314
NUT_VEG_DAY_QTY,0.001942317230771572,1.0,0.5725052424838822,0.45007462530455933
NUT_JUICE_DAY_QTY,0.004956264162239931,1.0,1.4608773330452176,0.22808804869336283
REFINED_GRAIN_SERVINGS_DAY_QTY,0.002217157099275462,1.0,0.6535153180108098,0.41973196092319043
PM_BIOIMPED_FFM,0.002842307528501894,1.0,0.837780736863634,0.3610343995814218
SALT_SEASONING,0.0004457656524075761,1.0,0.13139108734632787,0.7173420235281995
NUTS_SEEDS_SERVINGS_PER_DAY,0.00013473839671751685,1.0,0.039714644581518126,0.8422236138792825
Residual,0.7463858128456805,220.0,,
