,sum_sq,df,F,PR(>F)
CASE_CONTROL,0.028801175376185914,1.0,6.833646787899492,0.009563623478715972
A_SMK_CIG_CUR_FREQ,0.002674653072845382,1.0,0.6346141829721333,0.4265266670239336
F1_SDC_AGE_CALC,0.0010510600182455372,1.0,0.2493847151638147,0.618007684492579
SDC_GENDER,0.007679906823575272,1.0,1.822209333848465,0.1784377720291063
A_HS_DENTAL_VISIT_LAST,0.0001858625514201433,1.0,0.04409955534499668,0.8338628491483595
PM_BIOIMPED_BMI,0.016609353981403664,1.0,3.940896751663602,0.048367757650770005
PM_BIOIMPED_WEIGHT,0.014925786438622293,1.0,3.5414371538982787,0.0611738565494451
PM_WAIST_AVG,0.0018465449323166597,1.0,0.4381291971810106,0.5087195166052847
PM_WAIST_HIP_RATIO,0.00857271157792376,1.0,2.0340448670197815,0.1552282473958963
PM_STANDING_HEIGHT_AVG,0.019020077819626734,1.0,4.512888519305394,0.03475643296819678
A_SLE_LIGHT_EXP,0.0046168545928483,1.0,1.0954397918323744,0.29641760382915666
NUT_VEG_DAY_QTY,0.0003047503980789168,1.0,0.07230804131226641,0.7882574510494871
NUT_JUICE_DAY_QTY,0.00035336935418268266,1.0,0.08384384736427361,0.7724270885707738
REFINED_GRAIN_SERVINGS_DAY_QTY,0.00109391915128595,1.0,0.2595538896161859,0.6109374471549598
PM_BIOIMPED_FFM,0.00348076410926988,1.0,0.8258799220539981,0.36446106979466586
SALT_SEASONING,0.008180677203620841,1.0,1.9410269811970922,0.16496312720347983
NUTS_SEEDS_SERVINGS_PER_DAY,1.708752590850384e-05,1.0,0.004054352470432416,0.9492877848112036
Residual,0.927214820932898,220.0,,
