"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.0265429436976696,0.0265429436976696,0.233816029279277,0.00725374957364318,0.994
"Residuals",32,3.63266026261573,0.113520633206742,NA,0.992746250426357,NA
"Total",33,3.6592032063134,NA,NA,1,NA
