"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,1.99987765900351,1.99987765900351,0.978910650694423,0.140266969974321,0.373
"Residuals",6,12.2577744409145,2.04296240681908,NA,0.859733030025679,NA
"Total",7,14.257652099918,NA,NA,1,NA
