"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,6.77681923611409,6.77681923611409,3.37336434447006,0.0361276941036969,0.035
"Residuals",90,180.802803661009,2.00892004067788,NA,0.963872305896303,NA
"Total",91,187.579622897123,NA,NA,1,NA
