"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,1058.28617535835,1058.28617535835,0,0.0089399636759094,1
"md$A_SMK_CIG_CUR_FREQ",1,1361.24935528518,1361.24935528518,0,0.0114992712495595,1
"md$F1_SDC_AGE_CALC",1,657.843068582938,657.843068582938,0,0.00555718601879006,1
"md$PM_BIOIMPED_WEIGHT",1,865.843575368341,865.843575368341,0,0.0073142882266145,1
"md$PM_WAIST_AVG",1,721.210560002046,721.210560002046,0,0.00609248836395062,1
"md$PM_WAIST_HIP_RATIO",1,675.330044876816,675.330044876816,0,0.00570490875816707,1
"md$PM_STANDING_HEIGHT_AVG",1,678.433942800531,678.433942800531,0,0.00573112920339055,1
"md$A_SLE_LIGHT_EXP",1,765.92466735289,765.92466735289,0,0.00647021463953189,1
"md$NUT_VEG_DAY_QTY",1,909.883132024338,909.883132024338,0,0.00768631617706415,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,703.162202904654,703.162202904654,0,0.00594002331185269,1
"md$PM_BIOIMPED_FFM",1,980.997454148464,980.997454148464,0,0.00828706054227456,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,659.94834990368,659.94834990368,0,0.00557497056419303,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,836.355375220175,836.355375220175,0,0.00706518411438958,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,514.563402448759,514.563402448759,0,0.00434681869040438,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,642.186390029741,642.186390029741,0,0.00542492487732369,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,600.480512066748,600.480512066748,0,0.00507261087876388,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,774.800151219612,774.800151219612,0,0.00654519105443946,1
"md$CASE_CONTROL:md$PM_WAIST_AVG",1,544.546467490834,544.546467490834,0,0.00460010321647108,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_AVG",1,395.757343254973,395.757343254973,0,0.00334319426593267,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,526.11208697107,526.11208697107,0,0.00444437719824281,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,517.800538010551,517.800538010551,0,0.00437416467205875,1
"md$CASE_CONTROL:md$PM_WAIST_HIP_RATIO",1,543.694814473069,543.694814473069,0,0.00459290880420284,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_HIP_RATIO",1,874.700779971816,874.700779971816,0,0.00738911022587037,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,781.193675936371,781.193675936371,0,0.00659920090551731,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,587.918951106767,587.918951106767,0,0.00496649600992236,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,554.2846982788,554.2846982788,0,0.00468236776035266,1
"md$CASE_CONTROL:md$PM_STANDING_HEIGHT_AVG",1,597.266752514694,597.266752514694,0,0.00504546236796647,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_STANDING_HEIGHT_AVG",1,522.670094529069,522.670094529069,0,0.00441530067043706,1
"md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,474.073945068089,474.073945068089,0,0.0040047805095523,1
"md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,637.94186017078,637.94186017078,0,0.0053890688455206,1
"md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,672.36776859219,672.36776859219,0,0.00567988467394562,1
"md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,600.919141917995,600.919141917995,0,0.00507631624223609,1
"md$CASE_CONTROL:md$A_SLE_LIGHT_EXP",1,733.202890720611,733.202890720611,0,0.00619379461126804,1
"md$A_SMK_CIG_CUR_FREQ:md$A_SLE_LIGHT_EXP",1,633.40952160726,633.40952160726,0,0.00535078152488063,1
"md$F1_SDC_AGE_CALC:md$A_SLE_LIGHT_EXP",1,650.015163257169,650.015163257169,0,0.0054910591138939,1
"md$PM_BIOIMPED_WEIGHT:md$A_SLE_LIGHT_EXP",1,662.537917600264,662.537917600264,0,0.0055968461604947,1
"md$PM_WAIST_AVG:md$A_SLE_LIGHT_EXP",1,697.87115228382,697.87115228382,0,0.00589532670571812,1
"md$PM_WAIST_HIP_RATIO:md$A_SLE_LIGHT_EXP",1,741.176696421517,741.176696421517,0,0.00626115402215774,1
"md$PM_STANDING_HEIGHT_AVG:md$A_SLE_LIGHT_EXP",1,715.020267390315,715.020267390315,0,0.00604019533359577,1
"md$CASE_CONTROL:md$NUT_VEG_DAY_QTY",1,790.152455120202,790.152455120202,0,0.00667488096479506,1
"md$A_SMK_CIG_CUR_FREQ:md$NUT_VEG_DAY_QTY",1,629.703031520785,629.703031520785,0,0.00531947063042716,1
"md$F1_SDC_AGE_CALC:md$NUT_VEG_DAY_QTY",1,762.305815737545,762.305815737545,0,0.00643964407861652,1
