"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,1.35179401668267,1.35179401668267,0,0.00293486439322852,1
"md$A_SMK_CIG_CUR_FREQ",1,9.08452800045025,9.08452800045025,0,0.0197233139285803,1
"md$F1_SDC_AGE_CALC",1,3.16127627738868,3.16127627738868,0,0.00686341045245503,1
"md$SDC_GENDER",1,4.21380910051277,4.21380910051277,0,0.00914855232108953,1
"md$PM_BIOIMPED_WEIGHT",1,3.56220134881962,3.56220134881962,0,0.00773385424934564,1
"md$PM_WAIST_AVG",1,2.51969230187097,2.51969230187097,0,0.00547047488551581,1
"md$PM_WAIST_HIP_RATIO",1,0.159033638276952,0.159033638276952,0,0.000345276097204516,1
"md$PM_STANDING_HEIGHT_AVG",1,1.17901699278626,1.17901699278626,0,0.00255975019007059,1
"md$A_SLE_LIGHT_EXP",1,1.20339677141443,1.20339677141443,0,0.00261268084616729,1
"md$NUT_VEG_DAY_QTY",1,4.1737267866225,4.1737267866225,0,0.00906153007185406,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.0593516018140967,0.0593516018140967,0,0.000128857577926504,1
"md$PM_BIOIMPED_FFM",1,5.04261797947198,5.04261797947198,0,0.0109479697157739,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,3.26954836184201,3.26954836184201,0,0.00709847872581706,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,2.78086093370329,2.78086093370329,0,0.00603749508884079,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,0.902609593790224,0.902609593790224,0,0.00195964527517452,1
"md$CASE_CONTROL:md$SDC_GENDER",1,0.864400930352566,0.864400930352566,0,0.00187669088681939,1
"md$F1_SDC_AGE_CALC:md$SDC_GENDER",1,0.253644788002681,0.253644788002681,0,0.000550685272793164,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,2.32260214131389,2.32260214131389,0,0.00504257471186793,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,3.37105389093957,3.37105389093957,0,0.00731885620891563,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,2.16273410280307,2.16273410280307,0,0.00469548705794261,1
