"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,0.0940507128676722,0.0940507128676722,1.54673984289153,0.0411950504721215,0.221
"Residuals",36,2.18900785338704,0.0608057737051956,NA,0.958804949527879,NA
"Total",37,2.28305856625471,NA,NA,1,NA
