"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,138.594007246984,138.594007246984,0,0.00718000202657435,1
"md$A_SMK_CIG_CUR_FREQ",1,166.759468420283,166.759468420283,0,0.00863914208840477,1
"md$F1_SDC_AGE_CALC",1,126.658218109401,126.658218109401,0,0.00656165645811203,1
"md$PM_BIOIMPED_WEIGHT",1,154.290777021137,154.290777021137,0,0.00799318898196882,1
"md$PM_WAIST_AVG",1,92.495341847449,92.495341847449,0,0.00479181427180954,1
"md$PM_WAIST_HIP_RATIO",1,113.698364897535,113.698364897535,0,0.00589025821966235,1
"md$PM_STANDING_HEIGHT_AVG",1,111.15679176431,111.15679176431,0,0.00575858946565399,1
"md$A_SLE_LIGHT_EXP",1,84.3262697424161,84.3262697424161,0,0.00436860727004616,1
"md$NUT_VEG_DAY_QTY",1,112.2290650252,112.2290650252,0,0.00581413966107124,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,88.7770923764269,88.7770923764269,0,0.00459918661591334,1
"md$PM_BIOIMPED_FFM",1,116.925720367817,116.925720367817,0,0.00605745461781401,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,127.548978227782,127.548978227782,0,0.00660780318250661,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,123.59365494146,123.59365494146,0,0.00640289367901747,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,74.6587419699201,74.6587419699201,0,0.00386777126438261,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,119.942339219119,119.942339219119,0,0.0062137335933339,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,86.1571427536685,86.1571427536685,0,0.00446345748898648,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,94.448667185841,94.448667185841,0,0.00489300825679347,1
"md$CASE_CONTROL:md$PM_WAIST_AVG",1,99.1501221811375,99.1501221811375,0,0.00513657186437371,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_AVG",1,96.9694070129742,96.9694070129742,0,0.00502359772041313,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,84.7891740014943,84.7891740014943,0,0.00439258849105501,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,89.4476811016903,89.4476811016903,0,0.00463392713970676,1
"md$CASE_CONTROL:md$PM_WAIST_HIP_RATIO",1,107.711122801769,107.711122801769,0,0.00558008311732493,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_HIP_RATIO",1,131.502819056603,131.502819056603,0,0.00681263588579296,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,88.1417589915409,88.1417589915409,0,0.00456627253050918,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,81.1633840804652,81.1633840804652,0,0.00420475079519757,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,105.157623445009,105.157623445009,0,0.00544779651330374,1
"md$CASE_CONTROL:md$PM_STANDING_HEIGHT_AVG",1,90.9374091115715,90.9374091115715,0,0.00471110399852238,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_STANDING_HEIGHT_AVG",1,96.8644825824467,96.8644825824467,0,0.00501816200469361,1
"md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,115.601504783309,115.601504783309,0,0.00598885229676675,1
"md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,97.1225396605596,97.1225396605596,0,0.00503153091133414,1
"md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,88.3738657200756,88.3738657200756,0,0.00457829705317336,1
"md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,119.782306061696,119.782306061696,0,0.00620544291455605,1
"md$CASE_CONTROL:md$A_SLE_LIGHT_EXP",1,126.771523527729,126.771523527729,0,0.00656752635933918,1
"md$A_SMK_CIG_CUR_FREQ:md$A_SLE_LIGHT_EXP",1,80.3345309277802,80.3345309277802,0,0.0041618112234641,1
"md$F1_SDC_AGE_CALC:md$A_SLE_LIGHT_EXP",1,84.7096749956177,84.7096749956177,0,0.00438846996504769,1
"md$PM_BIOIMPED_WEIGHT:md$A_SLE_LIGHT_EXP",1,83.4617053624265,83.4617053624265,0,0.00432381764224236,1
"md$PM_WAIST_AVG:md$A_SLE_LIGHT_EXP",1,103.318635056718,103.318635056718,0,0.00535252586908856,1
"md$PM_WAIST_HIP_RATIO:md$A_SLE_LIGHT_EXP",1,81.2625060545051,81.2625060545051,0,0.00420988590881916,1
"md$PM_STANDING_HEIGHT_AVG:md$A_SLE_LIGHT_EXP",1,102.163248133878,102.163248133878,0,0.00529266988676835,1
"md$CASE_CONTROL:md$NUT_VEG_DAY_QTY",1,128.225490409731,128.225490409731,0,0.00664285057693499,1
"md$A_SMK_CIG_CUR_FREQ:md$NUT_VEG_DAY_QTY",1,97.3069733394286,97.3069733394286,0,0.00504108568368218,1
"md$F1_SDC_AGE_CALC:md$NUT_VEG_DAY_QTY",1,139.211985374263,139.211985374263,0,0.00721201700539187,1
"md$PM_BIOIMPED_WEIGHT:md$NUT_VEG_DAY_QTY",1,160.011782488497,160.011782488497,0,0.00828957142783091,1
"md$PM_WAIST_AVG:md$NUT_VEG_DAY_QTY",1,126.67137578301,126.67137578301,0,0.00656233810463525,1
"md$PM_WAIST_HIP_RATIO:md$NUT_VEG_DAY_QTY",1,126.891107273757,126.891107273757,0,0.00657372151565139,1
"md$PM_STANDING_HEIGHT_AVG:md$NUT_VEG_DAY_QTY",1,97.9426774816038,97.9426774816038,0,0.00507401897654084,1
"md$A_SLE_LIGHT_EXP:md$NUT_VEG_DAY_QTY",1,108.533584421057,108.533584421057,0,0.00562269156923829,1
"md$CASE_CONTROL:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,124.966735596578,124.966735596578,0,0.0064740275042256,1
"md$A_SMK_CIG_CUR_FREQ:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,68.6554288757143,68.6554288757143,0,0.00355676358779711,1
"md$F1_SDC_AGE_CALC:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,92.088790191202,92.088790191202,0,0.00477075245410368,1
"md$PM_BIOIMPED_WEIGHT:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,87.3527633109652,87.3527633109652,0,0.00452539781523093,1
"md$PM_WAIST_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,86.8046605058062,86.8046605058062,0,0.00449700279779847,1
"md$PM_WAIST_HIP_RATIO:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,111.290839573745,111.290839573745,0,0.00576553394732759,1
"md$PM_STANDING_HEIGHT_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,86.2686554303918,86.2686554303918,0,0.0044692345154306,1
"md$A_SLE_LIGHT_EXP:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,140.479582400523,140.479582400523,0,0.00727768614504815,1
"md$NUT_VEG_DAY_QTY:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,109.940672817974,109.940672817974,0,0.00569558719973572,1
"md$CASE_CONTROL:md$PM_BIOIMPED_FFM",1,142.060054549857,142.060054549857,0,0.00735956409533312,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_FFM",1,99.9924742930489,99.9924742930489,0,0.00518021076327527,1
"md$PM_BIOIMPED_WEIGHT:md$PM_BIOIMPED_FFM",1,120.84430256676,120.84430256676,0,0.00626046071229524,1
"md$PM_WAIST_AVG:md$PM_BIOIMPED_FFM",1,91.6678621490028,91.6678621490028,0,0.00474894585325516,1
"md$PM_WAIST_HIP_RATIO:md$PM_BIOIMPED_FFM",1,96.0429403482303,96.0429403482303,0,0.00497560118244912,1
"md$PM_STANDING_HEIGHT_AVG:md$PM_BIOIMPED_FFM",1,115.975947094666,115.975947094666,0,0.00600825065754567,1
"md$A_SLE_LIGHT_EXP:md$PM_BIOIMPED_FFM",1,119.470753630359,119.470753630359,0,0.00618930262730401,1
"md$NUT_VEG_DAY_QTY:md$PM_BIOIMPED_FFM",1,87.8018957666518,87.8018957666518,0,0.00454866557410512,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY:md$PM_BIOIMPED_FFM",1,115.715382704441,115.715382704441,0,0.00599475185707784,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,109.047898401111,109.047898401111,0,0.00564933612258108,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,97.514332919729,97.514332919729,0,0.00505182815542653,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,127.563514699137,127.563514699137,0,0.00660855625903468,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,108.337886453043,108.337886453043,0,0.00561255323905473,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,106.345594981462,106.345594981462,0,0.0055093405743254,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,106.914220558378,106.914220558378,0,0.00553879879460283,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,89.7438670614611,89.7438670614611,0,0.00464927135143452,1
"md$CASE_CONTROL:md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,105.410461877676,105.410461877676,0,0.0054608950627649,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,103.150905907281,103.150905907281,0,0.0053438364916992,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,103.909122322807,103.909122322807,0,0.00538311665617529,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,126.330231047509,126.330231047509,0,0.00654466475828422,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,120.360503233071,120.360503233071,0,0.00623539700091733,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,109.42826955348,109.42826955348,0,0.00566904163293549,1
"md$CASE_CONTROL:md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,86.1628749984102,86.1628749984102,0,0.00446375445369426,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,92.9572310998919,92.9572310998919,0,0.00481574290937814,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,88.8003186984897,88.8003186984897,0,0.0046003898789028,1
"md$CASE_CONTROL:md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,129.661698221413,129.661698221413,0,0.00671725476802012,1
