"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.0957183653402819,0.0957183653402819,1.1056773934727,0.0282740887556459,0.308
"Residuals",38,3.28965564856736,0.0865698854886147,NA,0.971725911244354,NA
"Total",39,3.38537401390764,NA,NA,1,NA
