"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,0.220603359991002,0.220603359991002,5.31184362122701,0.0398452491311973,0.003
"Residuals",128,5.3159001078284,0.0415304695924094,NA,0.960154750868803,NA
"Total",129,5.5365034678194,NA,NA,1,NA
