,sum_sq,df,F,PR(>F)
Both_case_control,0.0043256694823869506,1.0,0.7090495495098471,0.40689449783796017
A_SMK_CIG_CUR_FREQ,0.011101792208774774,1.0,1.819769355110318,0.1881498972783064
F1_SDC_AGE_CALC,0.008722501893877596,1.0,1.4297638928806742,0.24183159456939035
SDC_GENDER,0.03474478767645338,1.0,5.695251602119696,0.02400932063622824
PM_BIOIMPED_WEIGHT,8.959487765722688e-05,1.0,0.01468609839469094,0.9044090493755763
PM_WAIST_AVG,0.0022918311411935658,1.0,0.3756694414200209,0.5448767054710497
PM_WAIST_HIP_RATIO,0.004562548772590725,1.0,0.7478780255853047,0.39449779669451923
PM_STANDING_HEIGHT_AVG,0.0002137380137550434,1.0,0.035035233963949475,0.852871574503321
A_SLE_LIGHT_EXP,0.004990573113215965,1.0,0.8180383712000849,0.37347095612926384
NUT_VEG_DAY_QTY,0.01688271246008489,1.0,2.7673588361452723,0.10735932094103985
REFINED_GRAIN_SERVINGS_DAY_QTY,0.0005843050435231791,1.0,0.09577736569411353,0.759248466790261
PM_BIOIMPED_FFM,0.001982518984321706,1.0,0.32496800748455307,0.5731833844849625
Residual,0.17081845068593834,28.0,,
