"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,0.162625367775464,0.162625367775464,0.860417153380383,0.0233425777521749,0.546
"Residuals",36,6.80427304001978,0.189007584444994,NA,0.976657422247825,NA
"Total",37,6.96689840779524,NA,NA,1,NA
